,Марка,Модель,Год выпуска,Тип кузова,Цена,Объём двигателя,Цвет,Привод,Руль,Тип двигателя,Состояние,Владельцев по ПТС,Количество дверей,Мощность двигателя,Пробег,VIN или номер кузова,Коробка передач,Ссылка
51,Subaru,Outback,2001,универсал,230 000,3.0,синий,полный,левый,бензин,не битый,3,5.0,209 л.с.,400000 км,JF1BHELE*1G****06,автомат,https://www.avito.ru/moskva/avtomobili/subaru_outback_2001_1593692360
52,Subaru,Outback,2002,универсал,270 000,3.0,белый,полный,левый,бензин,не битый,3,5.0,154 л.с.,280000 км,JF1BHELE*2G****58,автомат,https://www.avito.ru/moskva/avtomobili/subaru_outback_2002_1301332952
53,Subaru,Forester,2001,внедорожник,245 000,2.5,серебряный,полный,левый,бензин,не битый,4+,5.0,165 л.с.,200000 км,JF1SF635*1H****52,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2001_1723507573
54,Subaru,Forester,2011,внедорожник,795 000,2.0,синий,полный,левый,бензин,не битый,1,,150 л.с.,118700 км,JF1SHJLS*CG****63,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2011_1241900198
55,Subaru,Tribeca,2008,внедорожник,725 000,3.6,серебряный,полный,левый,бензин,не битый,1,5.0,258 л.с.,157928 км,4S4WXFLU*8S****82,автомат,https://www.avito.ru/moskva/avtomobili/subaru_tribeca_2008_1085952145
56,Subaru,Forester,2009,внедорожник,700 000,2.5,серебряный,полный,левый,бензин,не битый,3,5.0,230 л.с.,140000 км,JF1SH9LT*9G****81,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2009_1387548267
57,Subaru,Forester,2014,внедорожник,1 200 000,2.0,бежевый,полный,левый,бензин,не битый,1,5.0,150 л.с.,94000 км,JF1SJ5LC*EG****03,вариатор,https://www.avito.ru/moskva/avtomobili/subaru_forester_2014_1097733986
58,Subaru,WRX,2002,седан,100 000,2.0,синий,полный,правый,бензин,не битый,1,4.0,250 л.с.,114000 км,000****00,механика,https://www.avito.ru/moskva/avtomobili/subaru_wrx_2002_1490742542
59,Subaru,Forester,2010,внедорожник,620 000,2.5,серебряный,полный,левый,бензин,не битый,3,5.0,156 л.с.,191726 км,JF2SH6AC*AH****19,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2010_1682477006
60,Subaru,Forester,2002,универсал,370 000,2.0,серебряный,полный,правый,бензин,не битый,4+,5.0,220 л.с.,235000 км,SG5****97,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2002_1338623795
61,Subaru,XV,2014,хетчбэк,799 000,1.6,оранжевый,полный,левый,бензин,не битый,1,5.0,114 л.с.,63000 км,JF1GP3LC*EG****12,вариатор,https://www.avito.ru/moskva/avtomobili/subaru_xv_2014_1624597471
62,Subaru,Tribeca,2006,внедорожник,550 000,3.0,синий,полный,левый,бензин,не битый,2,5.0,245 л.с.,171523 км,4S4WX82D*74****16,автомат,https://www.avito.ru/moskva/avtomobili/subaru_tribeca_2006_1430544172
63,Subaru,Outback,2007,универсал,665 000,3.0,чёрный,полный,левый,бензин,не битый,2,5.0,245 л.с.,180000 км,JF1BPELU*8G****83,автомат,https://www.avito.ru/moskva/avtomobili/subaru_outback_2007_1620648298
64,Subaru,Impreza,2007,седан,390 000,1.5,серебряный,полный,левый,бензин,не битый,4+,4.0,105 л.с.,226000 км,JF1GDDLE*7G****00,автомат,https://www.avito.ru/moskva/avtomobili/subaru_impreza_2007_1566789990
65,Subaru,Legacy,2003,универсал,180 000,2.0,серый,полный,правый,бензин,не битый,3,5.0,137 л.с.,120000 км,BH5-****02,автомат,https://www.avito.ru/moskva/avtomobili/subaru_legacy_2003_1530503222
66,Subaru,Outback,2007,универсал,750 000,3.0,серебряный,полный,левый,бензин,не битый,3,5.0,245 л.с.,139000 км,JF1BPELU*7G****02,автомат,https://www.avito.ru/moskva/avtomobili/subaru_outback_2007_1684124979
67,Subaru,Forester,2005,внедорожник,900 000,2.5,серебряный,полный,правый,бензин,не битый,2,5.0,125 л.с.,103000 км,SG9****96,механика,https://www.avito.ru/moskva/avtomobili/subaru_forester_2005_320086161
68,Subaru,Legacy,2010,седан,820 000,2.5,золотой,полный,левый,бензин,не битый,2,4.0,265 л.с.,68000 км,JF1BM9LV*BG****35,автомат,https://www.avito.ru/moskva_zelenograd/avtomobili/subaru_legacy_2010_1420277604
69,Subaru,WRX STI,2004,седан,580 000,2.0,синий,полный,левый,бензин,не битый,4+,4.0,265 л.с.,181000 км,JF1GDBLH*4G****60,механика,https://www.avito.ru/moskva/avtomobili/subaru_wrx_sti_2004_1537334103
70,Subaru,Forester,2011,внедорожник,770 000,2.0,серебряный,полный,левый,бензин,не битый,1,5.0,150 л.с.,140921 км,JF1SHJLS*BG****73,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2011_1342640404
71,Subaru,Forester,2006,внедорожник,470 000,2.5,чёрный,полный,левый,бензин,не битый,3,5.0,230 л.с.,234500 км,JF1SG9LT*6G****47,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2006_1259587634
72,Subaru,Forester,2011,универсал,1 170 000,2.5,синий,полный,левый,бензин,не битый,2,,262 л.с.,175000 км,JF1SH9LV*CG****83,автомат,https://www.avito.ru/moskva/avtomobili/subaru_forester_2011_1566287125
73,Subaru,Impreza,2007,седан,367 000,1.5,красный,передний,левый,бензин,не битый,3,4.0,105 л.с.,135887 км,JF1GDDLE*7G****48,автомат,https://www.avito.ru/moskva/avtomobili/subaru_impreza_2007_1261950639
74,Subaru,WRX STI,2014,хетчбэк,1 790 000,2.0,белый,полный,левый,бензин,не битый,2,5.0,308 л.с.,35000 км,X89GRB5E*ES****34,механика,https://www.avito.ru/moskva/avtomobili/subaru_wrx_sti_2014_904466258
75,Subaru,Outback,2000,седан,159 000,2.5,белый,полный,левый,бензин,не битый,4+,4.0,156 л.с.,220000 км,4S3BE686*17****72,автомат,https://www.avito.ru/moskva/avtomobili/subaru_outback_2000_1007259303
76,Subaru,Legacy,2004,седан,420 000,2.5,серебряный,полный,левый,бензин,не битый,4+,4.0,165 л.с.,361810 км,JF1BL9LL*4G****89,автомат,https://www.avito.ru/moskva/avtomobili/subaru_legacy_2004_1144173508
