,Марка,Модель,Год выпуска,Тип кузова,Цена,Объём двигателя,Цвет,Привод,Руль,Тип двигателя,Состояние,Владельцев по ПТС,Количество дверей,Мощность двигателя,Пробег,VIN или номер кузова,Коробка передач,Ссылка
21,BMW,5 серия,2002,седан,340 000,3.0,серебряный,задний,левый,бензин,не битый,3,4.0,231 л.с.,258000 км,X4XDT650*2B****38,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2002_1157375955
22,BMW,X6 M,2018,внедорожник,9 340 400,4.4,чёрный,полный,левый,бензин,,,,575 л.с.,,WBSKW810*0L****20,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_2018_1315827566
23,BMW,7 серия,2017,седан,6 700 888,3.0,белый,полный,левый,бензин,не битый,1,,326 л.с.,2950 км,WBA7E410*0G****22,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2017_1645659858
24,BMW,1 серия,2006,хетчбэк,470 000,2.0,серый,задний,левый,бензин,не битый,4+,5.0,150 л.с.,260000 км,WBAUF510*0P****72,автомат,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2006_1685819160
25,BMW,X5,2011,внедорожник,1 380 000,3.0,чёрный,полный,левый,дизель,не битый,2,5.0,306 л.с.,141500 км,X4XZW611*0L****23,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2011_934976683
26,BMW,X3,2007,внедорожник,650 000,3.0,синий,полный,левый,бензин,не битый,2,5.0,272 л.с.,125000 км,X4XPC984*7W****54,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2007_1584119185
27,BMW,X3,2007,хетчбэк,650 000,3.0,чёрный,полный,левый,бензин,не битый,3,5.0,272 л.с.,172000 км,X4XPC984*7W****54,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2007_1244332553
28,BMW,3 серия,2015,седан,1 249 000,1.5,белый,задний,левый,бензин,не битый,1,,136 л.с.,53066 км,WBA8E310*0K****69,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2015_1434161191
29,BMW,3 серия,2006,седан,480 000,2.5,чёрный,задний,левый,бензин,не битый,3,4.0,218 л.с.,199800 км,X4XVB144*6V****55,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2006_1238727641
30,BMW,5 серия,2013,седан,780 000,2.0,белый,полный,левый,бензин, битый,1,4.0,245 л.с.,65000 км,X4X5A794*0D****19,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2013_1323275202
31,BMW,X3,2009,внедорожник,655 000,2.0,серебряный,полный,левый,дизель,не битый,2,5.0,177 л.с.,147000 км,WBAPE110*0W****71,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2009_1712060602
32,BMW,7 серия,2000,седан,250 000,4.4,зелёный,задний,левый,бензин,не битый,3,4.0,286 л.с.,275000 км,WBAGH810*0D****89,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2000_1481588623
33,BMW,X5,2007,внедорожник,1 000 000,4.8,чёрный,полный,левый,бензин,не битый,2,5.0,360 л.с.,200000 км,5UXFE835*8L****62,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2007_1684480206
34,BMW,X3,2013,внедорожник,1 390 000,3.0,синий,полный,правый,дизель,не битый,2,5.0,249 л.с.,155000 км,X4XWY594*0L****75,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x3_2013_1296228436
35,BMW,X5,2012,внедорожник,1 625 000,3.0,чёрный,полный,левый,дизель,не битый,2,4.0,245 л.с.,119000 км,X4XZW411*0L****20,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2012_1361320244
36,BMW,X5,2017,внедорожник,3 800 000,3.0,чёрный,полный,левый,дизель,не битый,2,4.0,249 л.с.,25000 км,X4XKS494*00****25,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2017_1349312659
37,BMW,X6,2012,внедорожник,1 800 000,3.0,чёрный,полный,левый,дизель,не битый,1,5.0,245 л.с.,147000 км,X4XFH611*00****07,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2012_1298250230
38,BMW,7 серия,2008,седан,777 777,3.0,чёрный,задний,левый,бензин,не битый,3,4.0,329 л.с.,130000 км,WBAKA410*0C****49,автомат,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_2008_1258749547
39,BMW,X5,2012,внедорожник,1 547 000,3.0,синий,полный,левый,дизель,не битый,2,,245 л.с.,141762 км,X4XZW411*0L****85,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2012_1429970262
40,BMW,3 серия,2003,седан,360 000,2.5,серебряный,полный,левый,бензин,не битый,2,4.0,192 л.с.,247000 км,WBAEU334*3P****16,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2003_1552841424
41,BMW,X5,2011,внедорожник,1 200 000,5.0,чёрный,полный,левый,бензин,не битый,2,5.0,408 л.с.,200000 км,X4XZV811*0L****78,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2011_814500376
42,BMW,5 серия,2013,седан,1 361 000,3.0,белый,полный,левый,дизель,не битый,1,,258 л.с.,141857 км,X4XFV154*0D****70,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2013_1437051311
43,BMW,X1,2016,внедорожник,1 699 000,2.0,коричневый,полный,левый,бензин,не битый,1,5.0,192 л.с.,39247 км,WBAHS910*05****73,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2016_1055550293
44,BMW,X5,2005,внедорожник,830 000,3.0,серебряный,полный,левый,бензин,не битый,1,,231 л.с.,111000 км,5UXFA135*5L****87,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2005_1066345589
45,BMW,X4,2017,внедорожник,2 550 000,2.0,белый,полный,левый,дизель,не битый,1,5.0,190 л.с.,35000 км,X4XXX194*00****78,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x4_2017_1652205658
46,BMW,3 серия,2005,седан,540 000,2.0,серебряный,задний,левый,бензин,не битый,3,4.0,150 л.с.,230000 км,X4XVA984*5V****82,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2005_1128108356
47,BMW,5 серия,2013,седан,1 080 000,2.0,чёрный,задний,левый,бензин,не битый,1,4.0,184 л.с.,125000 км,X4XXG554*0D****35,автомат,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2013_1474045901
48,BMW,4 серия Gran Coupe,2018,седан,3 250 000,2.0,серый,полный,левый,дизель,,,5.0,190 л.с.,,WBA4K510*0B****45,автомат,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2018_1348673747
49,BMW,3 серия,2016,седан,1 271 000,1.5,чёрный,задний,левый,бензин,не битый,1,,136 л.с.,19359 км,WBA8E310*0K****05,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2016_1590867849
50,BMW,X2,2017,внедорожник,2 503 000,2.0,белый,полный,левый,дизель,не битый,1,4.0,190 л.с.,5040 км,WBAYN310*0E****31,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x2_2017_1382270466
51,BMW,M5,2018,седан,9 751 000,4.4,чёрный,полный,левый,бензин,,,5.0,625 л.с.,,WBSJF010*0G****45,автомат,https://www.avito.ru/moskva/avtomobili/bmw_m5_2018_1231124218
52,BMW,X6,2017,внедорожник,4 278 000,3.0,белый,полный,левый,дизель,не битый,1,,313 л.с.,32283 км,X4XKV494*0L****49,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2017_1209367719
53,BMW,6 серия,2008,купе,950 000,4.8,красный,задний,левый,бензин,не битый,3,2.0,367 л.с.,129000 км,WBAEA510*0C****71,автомат,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_2008_1662193118
54,BMW,X6,2018,внедорожник,4 410 000,3.0,чёрный,полный,левый,дизель,,,5.0,249 л.с.,,X4XKV294*00****41,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x6_2018_1433555242
55,BMW,3 серия,2014,седан,1 099 000,1.6,белый,задний,левый,бензин,не битый,1,4.0,136 л.с.,104000 км,X4X3A194*0J****85,автомат,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2014_1354820499
56,BMW,X5,2018,внедорожник,3 545 000,3.0,чёрный,полный,левый,дизель,,,5.0,218 л.с.,,X4XKT294*00****33,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x5_2018_1532915206
57,BMW,M5,2015,седан,2 585 000,4.4,белый,задний,левый,бензин,не битый,1,,560 л.с.,80441 км,WBSFV910*0G****83,автомат,https://www.avito.ru/moskva/avtomobili/bmw_m5_2015_1302748968
58,BMW,X1,2018,внедорожник,2 750 000,2.0,синий,полный,левый,бензин,,,5.0,192 л.с.,,X4XJG594*0E****78,автомат,https://www.avito.ru/moskva/avtomobili/bmw_x1_2018_1290000865
